premise,hypothesis,label
"Ảnh hưởng của Covid-19, nhiều chùa ở Thừa Thiên Huế tổ chức đại lễ Phật đản nội bộ giữa tăng ni, không tập trung quá 20 người.",Covid-19 là dịch bệnh xuất phát đầu tiên từ việc ăn dơi bị nhiễm bệnh của những người châu Phi.,2
"Ngày 12/5, cô tung bộ ảnh diện bikini.","Ngày 12/5, toàn bộ hình ảnh diện bikini đã được upload lên face.",1
"Người tham dự chia sẻ cảm nhận về vẻ đẹp, con người, văn hóa, ẩm thực và trải nghiệm các điểm đến, sản phẩm du lịch Quảng Bình; kinh nghiệm, thông tin, hướng dẫn về các điểm, sản phẩm du lịch và những trải nghiệm thú vị, câu chuyện truyền cảm hứng đi du lịch Quảng Bình; nhận thức và ý thức về phát triển du lịch bền vững và các nội dung liên quan đến du lịch...",Người tham dự sau khi chia sẻ cảm nhận về mọi thứ bao gồm vật chất và tinh thần của du lịch Quảng Bình thì chờ 1 tháng mới có kết quả.,1
"Trong đó, Phú Quốc, đảo lớn nhất Việt Nam, xếp thứ 15, nhờ phí sinh hoạt thấp, giàu văn hóa và lịch sử địa phương, địa điểm sống phong phú từ nông thôn đến thị thành.",Đảo Phú Quốc có diện tích lớn hơn bất kì đảo nào tại Việt Nam.,0
"Chúng khai nhận đã gây13 vụ cướp tài sản, chủ yếu của sinh viên làng đại học và một số người dân ở phường Tân Đông Hiệp, Đông Hòa, Bình An của TP Dĩ An.","Thực tế, có 13 nạn nhân trong các vụ cướp của nhóm.",1
"Ngay sau đó, Cục Quản lý xuất nhập cảnh đã có văn bản gửi UBND tỉnh Bắc Giang về việc đồng ý cho 190 thương nhân Trung Quốc được nhập cảnh vào Việt Nam qua cửa khẩu Hữu Nghị.",Thương nhân Trung Quốc được nhập cảnh vào Việt Nam do được cho phép.,1
Công tố viên Kiev tịch thu hàng nghìn chai vodka Atomik nấu từ táo trồng gần nhà máy hạt nhân Chernobyl đang trên đường xuất sang Anh.,Trồng táo gần nhà máy hạt nhân sẽ bị tịch thu.,1
"""Tôi đã quyết định rời Juventus vào cuối mùa giải.",Tôi sẽ giải nghệ vào cuối giải.,0
"Vì thế, để hỗ trợ đầu ra cho các sản phẩm nông sản tiềm năng như vải thiều Hải Dương, cơ quan này phối hợp với Sở Công Thương và Sở Nông nghiệp và Phát triển nông thôn tỉnh Hải Dương tập huấn cho doanh nghiệp, hộ trồng về truy xuất nguồn gốc, các thủ tục mở, tham gia gian hàng trên 4 chợ online nêu trên.",Có thể vải thiều Hải Dương sẽ bán chạy hơn sau khi được mở bán trên 4 sàn thương mại điện tử,1
Plaza cho biết hạnh phúc vì tìm được bạn đời cùng nghề.,Plaza là đàn ông.,1
"Một quan chức Liên Hợp Quốc (LHQ) hôm 17/5 cho hay dự thảo nghị quyết của Đại hội đồng kêu gọi ""đình chỉ ngay lập tức việc cung cấp, mua bán hoặc chuyển giao trực tiếp hay gián tiếp mọi loại vũ khí, đạn dược và thiết bị quân sự cho Myanmar"".",Cuộc dự thảo đã được diễn ra và họp vào ngày 17 của tháng 2 quý 2.,0
Jayasinghe và cộng sự phân tích tập dữ liệu lớn và nhận thấy điểm thú vị.,Jayasinghe và các cộng sự làm việc chung 1 công ty chuyên về phân tích dữ liệu lớn.,1
"Ông Lê Thành Hưng, Phó giám đốc Sở Giao thông vận tải, yêu cầu Cảng vụ đường thuỷ nội địa kịp thời thông báo yêu cầu trên đến các chủ tàu và đơn vị kinh doanh vận tải tại cảng sông Hàn.",Giám đốc Sở Giao thông vận tải đồng tình với hành động của ông Lê Thành Hưng.,1
"""Đây là một trận đấu tuyệt vời, với những diễn biến căng thẳng và hấp dẫn.",Cuộc tỉ thí nhạt nhẽo mất hết tính thú vị của thể thao.,2
Người dùng tiết kiệm được 1.583 đồng cho mỗi kg gas (19.000 đồng một bình 12 kg) so với tháng trước.,"Khi mua lẻ mỗi kg gas, người dùng tiết kiệm được 1.583 đồng.",1
Cơn bão khiến ít nhất 3 người tử vong và hàng chục người bị thương ở miền nam nước Mỹ.,Các quốc gia Châu Mĩ chưa từng ghi nhận một hiện tượng thời tiết tiêu cực nào.,2
Cảnh sát đang tiếp tục lấy lời khai những người liên quan để làm rõ hành vi giết người của Hải.,Để làm rõ hành vi giết người của Hải thì cảnh sát đang tiếp tục lấy lời khai những người có liên quan,0
Quán cháo do bà Trịnh Quế Lan (64 tuổi) cùng em gái gầy dựng từ những năm 1998.,"Vào khoảng 40 tuổi, bà Trịnh Quế Lan đã mở một tiệm ăn.",0
"Marisa Sukosol Nunbhakdi, thành viên Hiệp hội Khách sạn Thái Lan, đồng tình với lời kêu gọi tăng tốc tiêm chủng của nhà virus học hàng đầu đất nước, Yong Poovorawan.",Một số chuyên gia có tiếng nói tại xứ sở chùa Vàng đều kiến nghị đẩy mạnh triển khai bao phủ vaccine.,0
"Trên Twitter, nhiều người dành lời khen cho độ ""ngầu"" của Cybertruck khi Elon Musk lái chiếc xe này đến công trình xây dựng Gigafactory - nhà máy sản xuất xe điện của Tesla ở Texas - hôm 16/4.",Elon Musk đang xây dựng nhà máy lớn giúp phát triển nhiều loại xe điện hơn.,0
Nokia hiện ở giai đoạn đầu của chương trình tái cơ cấu công ty lần hai trong một thập kỷ qua.,Nokia đã thực hiện tái cơ cấu công ty lần đầu trong 20 năm trước.,2
"Diễn viên Sophie Turner của ""Game of Thrones"" phấn khích khi tham gia lớp học yoga dê trong thời gian chăm con nhỏ.",Sophie Turner là phụ nữ.,0
"Hơn 30 phút sau, đám cháy được khống chế, tàu hàng 2371 tiếp tục hành trình theo hướng Bắc Nam.","Đúng 30 phút sau, tàu 2371 tiếp tục chuyến hành trình theo hướng Bắc Nam.",2
"Regina King sinh năm 1971, từng giành một giải Oscar, một giải Quả cầu vàng và bốn giải Emmy trong sự nghiệp.",Regina King đã nhận giải Oscar và giải Quả cầu vàng trong cùng một năm.,1
"Xe máy vượt qua một số ôtô cùng chiều rồi lạng sang lề, đâm sầm vào hàng xe đỗ, văng ra đường, hôm 12/5 ở St. Petersburg.",Hàng xe đỗ chẳng bị tông trúng bởi xe máy.,2
"Trên một chuyến bay ngày 29/4, ca khúc đã được chính các tiếp viên của Vietnam Airlines biểu diễn khi máy bay đang ở độ cao trên 10.000 m.",Vietnam Airlines thuê người biểu diễn ở độ cao trên 10.000 m trên một chuyến bay ngày 29/4.,2
"Ngày 9/5, ba nghi phạm là Đăng Xuân Tuấn, 42 tuổi, Phạm Trung Tấn, 39 tuổi và Trần Thị Hường, 44 tuổi bị Công an tỉnh Vĩnh Phúc khởi tố để điều tra tội Tổ chức cho người khác xuất cảnh hoặc ở lại Việt Nam trái phép.",Ba nghi phạm bị khởi tố để điều tra tội Tổ chức cho người khác xuất cảnh hoặc ở lại Việt Nam trái phép có cùng quê quán.,1
"""Bồi thẩm đoàn khi nghe tất cả bằng chứng, bao gồm cả những bằng chứng sai sự thật, đã kết luận Henry và Leon vô tội.",Henry và Leon đã từng bị kết tội oan.,0
Khoảnh khắc Elon Musk lái Cybertruck - xe bán tải chạy điện của Tesla - được nhiều người ghi lại và đăng lên Twitter.,Tesla dẫn dắt cho nền công nghiệp xanh sử dụng điện năng để di chuyển theo thông tin được nhiều người ghi lại và đăng lên Twitter.,1
"Trong trận thắng Aston Villa 3-1 hôm 9/5, Solskjaer dùng cặp tiền vệ trung tâm Fred - Scott McTominay, và xếp Pogba đá dạt trái trong bộ tứ tấn công gồm Bruno Fernandes, Marcus Rashford và Mason Greenwood.","Bộ tứ tấn công gồm Bruno Fernandes, Marcus Rashford và Mason Greenwood được xếp đá chung với cặp tiền vệ trung tâm Fred - Scott McTominay và có cả Pogba đá dạt trái.",0
Vòng tay làm từ đá quý không chỉ giúp người đeo thể hiện cá tính mà còn mang ý nghĩa phong thủy và có tác dụng ít nhiều đối với sức khỏe.,Hiện đang thịnh hành việc đeo vòng đá giúp người đeo thể hiện cá tính mà còn mang ý nghĩa phong thủy và có tác dụng ít nhiều đối với sức khỏe.,1
"Tổ chức xếp hạng tín nhiệm Moody's Investors Service (Moody's) vừa nâng xếp hạng nhà phát hành và tiền gửi nội tệ, ngoại tệ dài hạn của Ngân hàng Hàng Hải Việt Nam (MSB) từ B2 lên B1, nhờ nâng hạng đánh giá tín dụng cơ bản (BCA) và BCA điều chỉnh từ b3 thành b2.",Sau khi được nâng xếp hạng ở bảng B thì Ngân hàng Hàng Hải Việt Nam (MSB) đã tổ chức ăn mừng.,1
Kết quả bầu cử được tính trên số phiếu bầu hợp lệ và chỉ được công nhận khi đã có quá một nửa tổng số cử tri tại đơn vị bầu cử tham gia bỏ phiếu.,Trong cuộc bầu cử lần trước chỉ có quá một nửa tổng số cử tri tại đơn vị bầu cử tham gia bỏ phiếu.,1
"Huawei cho biết cả doanh thu và lợi nhuận của hãng đều tăng trong năm 2020, dù tốc độ đã chậm lại do áp lực từ phía Mỹ.",Lợi nhuận cho biết Huawei đang trên đà phát triển.,0
"Ngày càng nhiều thanh niên mặc đồ cổ trang dạo phố, du lịch, khiến nguồn cung không đủ cầu.","Ngày càng nhiều thanh niên diện đồ cổ trang dạo phố, du lịch để đăng lên các phương tiện xã hội.",1
"Chúng chích điện làm ngất chó, sau đó dùng băng dính quấn miệng rồi bỏ vào bao tải.","Chúng đã phải tốn rất nhiều công để chuẩn bị kích điện, băng dính, bao tải.",1
"Cả nhà ba người đều phải nhập viện điều trị, song không bị đe dọa đến tính mạng.",Cả gia đình đều đã an toàn tại bệnh viện.,0
"Toạ đàm mở ra không gian để các diễn giả thảo luận các giải pháp, sản phẩm công nghệ, quá trình chuyển đổi số, chiến lược, thách thức, cơ hội trong việc cung cấp dịch vụ tài chính nói chung và của ngân hàng nói riêng trong bối cảnh nền kinh tế liên tục chịu tác động từ quá trình chuyển số, các nền tảng kinh doanh mới cũng như tác động từ đại dịch Covid-19.",Lĩnh vực tài chính - ngân hàng cần phải thích ứng linh hoạt với nền kinh tế biến động liên tục.,0
"Khảo sát nhận được sự quan tâm của lượng lớn người dùng với hơn 3,7 triệu người tham gia.","Tất cả 3,7 triệu người tham gia khảo sát đều là nam.",1
Vogue đánh giá Regina King mang đến sự quyến rũ cho lễ trao giải lần này.,Tất cả mọi người đến dự lễ trao giải được Vogue đánh giá là quyến rũ ngoại trừ Regina King.,2
"Sau pha xử lý này, Spieth cùng J.J Spaun giữ đỉnh bảng – T1 ở điểm -9.",Spieth cùng J.J Spaun giữ đỉnh bảng – T1 ở điểm -9 và sẽ tái đấu trong hôm sau.,1
"Ngoài các sản phẩm trên, tại Shop VnExpress còn nhiều mẫu máy, ghế massage khác giúp bạn tăng cường sức khỏe cho bản thân và gia đình.","Trong tương lai, VnExpress dự định sẽ kinh doanh thêm dịch vụ truyền hình trực tuyến.",1
"Tại cơ quan công an, nhưng người này không xuất trình được bất kỳ giấy tờ tùy thân nào.",Những người này có mang theo giấy tờ tùy thân khi đến Việt Nam.,2
"Thí sinh có nguyện vọng thi vào lớp chuyên của trường THPT Sơn Tây, Chu Văn An hoặc trường THPT chuyên Hà Nội - Amsterdam và Nguyễn Huệ sẽ làm bài thi môn chuyên vào chiều 11/6 và sáng 12/6.",Nguyễn Huệ là một trường chuyên tại Hà Nội.,0
"Cá voi xám (Eschrichtius robustus) được xếp vào phân bộ Cá voi tấm sừng, có nghĩa chúng sử dụng một tấm sừng đặc biệt giống như cái sàng để lọc thức ăn từ nước biển, thay vì sử dụng răng để nhai con mồi.","Cá voi xám thuộc phân bộ Cá voi tấm sừng, vì lẽ đó mà chúng không có răng.",1
"Cụ thể, các cơ sở lưu trú du lịch đăng ký giảm từ 10% đến 30% giá dịch vụ.",Giá dịch vụ của các cơ sở lưu trú du lịch thường sale dao động từ 10 - 30%.,0
"Chị bị viêm tai giữa cách đây hơn 10 năm, sau đó tai trái nghe kém dần.","Sau tai nạn cách đây 10 năm, tai trái chị nghe ngày càng yếu.",2
"Chúng khai nhận đã gây13 vụ cướp tài sản, chủ yếu của sinh viên làng đại học và một số người dân ở phường Tân Đông Hiệp, Đông Hòa, Bình An của TP Dĩ An.",Đối tượng hoạt động trong một khu vực nhất định.,0
"Trong đó, doanh thu bán bất động sản trong ba tháng đầu năm đạt 10.656 tỷ đồng, tăng 55% so với cùng kỳ năm trước nhờ bàn giao và ghi nhận doanh thu tại ba đại đô thị Vinhomes Ocean Park, Smart City và Grand Park.","Tổng doanh thu trong ba tháng đầu năm toàn bộ đều dựa vào việc bàn giao ba đại đô thị Vinhomes Ocean Park, Smart City và Grand Park.",2
"Lưới tản nhiệt cỡ lớn, cản trước hầm hố, bánh xe cỡ lớn.","Các thuật toán nhận ra người tiêu dùng đang ưa chuộng việc có Lưới tản nhiệt cỡ lớn, cản trước hầm hố.",1
"Trong thời gian cách ly y tế, bệnh viện chỉ tiếp nhận điều trị bệnh nhân dương tính với nCoV.",Bệnh viện chỉ tiếp nhận điều trị bệnh nhân cách ly y tế ở bệnh viện,2
"Con mèo dường như quan sát rất kỹ phía dưới và nhanh chóng nhảy thẳng ra cửa sổ, khiến mọi người xung quanh không khỏi kinh ngạc.",Do con mèo nhảy nên mọi người xung quanh mới kinh ngạc.,1
"Trên Twitter, nhiều người dành lời khen cho độ ""ngầu"" của Cybertruck khi Elon Musk lái chiếc xe này đến công trình xây dựng Gigafactory - nhà máy sản xuất xe điện của Tesla ở Texas - hôm 16/4.",Có nhiều người đã xem được thông tin về Cybertruck và có ý định sẽ mua lại chúng.,1
"Theo điều tra, để có tiền tiêu xài nhiều tháng nay nhóm Kha chạy xe máy rảo quanh các đường ở làng đại học Thủ Đức (Đại học Quốc gia TP HCM).",Các đối tượng bất lương chọn khu nhiều sinh viên để hoạt động.,0
"Ngày 31/1/2020, Tracie và Myles Albert bỏ tiền mua một ngôi nhà bốn phòng ngủ ở Riverside, California.","Nhà ở Riverside, California quy hoạch theo dự án các căn nhà bốn phòng ngủ.",1
"Khả năng tiếp đất bằng bàn chân của mèo đến từ phản xạ định hướng, theo Science Focus.",Các loài động vật có phản xạ định hướng có khả năng tiếp đất bằng bàn chân.,1
"""Khi động vật tiến hóa mắt nhỏ, nguyên nhân thường là vì chúng dựa vào các giác quan khác nhiều hơn"", tiến sĩ Nick Longrich, giảng viên tại Trung tâm Tiến hóa Milner thuộc Đại học Bath, trưởng nhóm nghiên cứu, cho biết.",Mắt động vật sẽ tiến hóa nhỏ dần khi dùng các giác quan khác nhiều hơn.,1
"Ông Nguyễn Việt Thắng sinh năm 1970 tại Hà Nội, là Kỹ sư xây dựng, tốt nghiệp Trường Đại học Xây dựng Hà Nội năm 1992.",Ông Nguyễn Việt Thắng tốt nghiệp đại học vào năm ông 22 tuổi.,0
"Ngày 3/5, Phòng Cảnh sát hình sự (PC02, Công an TP HCM) cho biết sòng bạc ở ấp Đông Hoà, do Võ Công Danh, 36 tuổi, tổ chức.","Võ Công Danh, 36 tuổi và vợ bị bắt vì tổ chức sòng bạc ở Đông Hòa.",1
"Candy Montgomery là một trong những sát nhân nổi tiếng nhất tại Texas, Mỹ.",Texas nổi tiếng với những câu chuyện kỳ bí xoay quanh tên xác nhân Candy Montgomery.,1
"Che kín mũi, miệng khi họ hoặc hắt hơi bằng khuỷu tay, hoặc khăn vải, khăn tay, khăn giấy.",Bộ phận thực hiện hắt hơi là bằng khuỷu tay.,2
"""Đây là tình huống cấp bách và phải được thực hiện ngay"", Thủ tướng nêu.",Sự việc này chưa thật sự cần thiết phải hoàn thành lập tức theo như lời của Thủ Tướng,1
"Gần 20h, hơn chục cảnh sát, dân quân canh gác ở khu vực dài 30 m trước toà nhà căn hộ mini 7 tầng cho thuê trên đường số 3.",Khu căn hộ có khu vực mặt tiền bé hơn 40 m.,0
"Hồi tháng hai, Tòa án Nhân dân Tối cao cho biết họ nhận thức được việc một số phạm nhân nữ trốn ngồi tù bằng cách cố ý có thai.",Tòa án Nhân dân Tối cao cho biết họ nhận thức lỗ hỏng trong bộ luật vào cuối năm.,2
"Nổi danh với những mẫu xe cơ bắp thuộc các dòng Touring, Street nhưng Harley-Davidson (H-D) đến trước 2020 chưa có một sản phẩm nào thuộc dòng Adventure, chuyên trị các địa hình off-road cực đoan.","Năm 2019, Harley-Davidson chạy tốt trên địa hình on-road nhưng kém hơn với những địa hình khắc nghiệt.",0
"Kitazumi, một phóng viên tự do, bị lực lượng an ninh Myanmar bắt ngày 18/4, sau đó chuyển đến nhà tù Insein ở Yangon, nơi chuyên giam tù nhân chính trị.",Sống trong nhà tù đã khiến Kitazumi nhận ra nhiều điều về đời sống và con người nơi đây.,1
"Theo Kia, chỉ có 1% số xe có thể đã lắp ống dẫn nhiên liệu bị lỗi, vì xăng bị rò rỉ gần động cơ sẽ có nguy cơ cháy nổ nên tất cả các xe đều bị triệu hồi để kiểm tra.",Các xe không lắp ống dẫn nhiên liệu bị lỗi sẽ bị triệu hồi để kiểm tra.,0
"Thiết kế việc học như trò chơi (gamification) giúp học sinh tăng hứng thú, hiệu quả học tập.","Thiết kế việc học như trò chơi (gamification) giúp học sinh tăng hứng thú, hiệu quả học tập đã bắt đầu từ khá lâu.",1
"Chiếc Toyota lao thẳng vào đường dây điện đứt rơi ngang đường khiến xe dựng thẳng đứng, một ngày tháng 5 trên con phố ở Kiev.","Chiếc xe mất lái do đường trơn và trượt khỏi đường chính, lao thẳng đứng xuống vực.",2
"Dewa Nyoman Rai Dharmadi, đại diện cảnh sát Bali, cho hay: ""Cần xử phạt nghiêm khắc hơn, ngoài phạt tiền cần trục xuất họ nữa.",Chính quyền hòn đảo luôn dĩ hòa vi quý.,2
"Công ty bắt rắn Sunshine Coast Snake Catchers đăng lên mạng xã hội ảnh chụp ""chiến lợi phẩm"" thu được từ một nhà dân tại bang Queensland, Australia, hôm 6/5.",Sunshine Coast Snake Catchers sử dụng mạng xã hội rất phổ biến.,1
"Trên một số trang thương mại điện tử, thiết bị chơi game này của Sony được bán khoảng 18 triệu đồng nhưng không có hàng, hoặc 19,5 triệu đồng nếu mua kèm tay cầm, nhưng phải đặt trước.",Để mua được máy chơi game này thì người mua phải tốn tiền.,0
"Chiều 22/5, ông Trần Văn Vịnh, Chủ tịch UBND phường Mai Động, quận Hoàng Mai, cho hay ca nghi mắc là bé trai 3 tuổi, người Ấn Độ, cư trú tại tầng 33 tòa nhà Park 9, khu đô thị Times City.",Thông tin về ca nghi nhiễm mới tại khu đô thị Times City được người nhà bệnh nhân công bố.,2
"Lọ Lem - con gái 15 tuổi của Quyền Linh - phụ bố mẹ hái cà chua, cóc trên sân thượng nhân dịp vừa nghỉ hè, hôm 8/5.",Chính phủ ban hành luật cấm trồng cây trên khu vực sân thượng dưới bất kỳ hình thức nào.,2
"Theo mô tả trên tạp chí Evolution Systematics, sinh vật mới - được đặt tên Pristimantis sira - có màu nâu hoặc xám đen với nhiều đốm trắng ở mặt dưới cơ thể.",Loài Pristimantis sira có ngoại hình màu nâu hoặc xám đen với nhiều đốm trắng ở mặt dưới cơ thể.,0
Bệnh viện Dã chiến số 2 đặt tại Nhà thi đấu thể thao tỉnh Bắc Giang.,Địa điểm xây dựng Bệnh viện Dã chiến số 2 được công khai.,0
"""Giống như lực hấp dẫn của Mặt Trăng ảnh hưởng tới các đại dương trên Trái Đất, khiến thủy triều dâng lên và rút đi, hố đen cũng làm ngôi sao biến dạng giống quả bóng đá với một trục dài hơn trục kia"", đồng tác giả nghiên cứu Todd Thompson ở Đại học Ohio, giải thích.",Có nhiều hơn 1 người ở Mỹ tìm hiểu về hố đen.,0
"Độ khó khi khai thác Bitcoin đã đạt hơn 25.050 tỷ điểm, tăng 21,53% so với đầu năm, mức cao nhất từ trước đến nay.","Vào đầu năm, độ khó khi khai thác của đồng tiền ảo mang giá trị lớn nhất gần 20 vạn tỷ điểm.",0
"Không kêu cứu hay hoảng sợ, McCoy lao xuống nước, cố gắng kéo Jake lên bờ.",McCoy là một người rất dũng cảm và yêu thương chú chó của mình.,1
"Ban tổ chức nhận tác phẩm dự thi từ nay đến 20/6, với các hình thức ảnh, bài viết, video.","Ban tổ chức chỉ nhận tuần thứ 2 của tháng 6, bao gồm tất cả các dạng như ảnh, bài viết và video.",2
"Trước đó, tỉnh Bắc Ninh cũng đề nghị những người đi, đến, ở, về từ các khu công nghiệp trên địa bàn tỉnh Bắc Giang từ ngày 3/5 đến nay tự cách ly tại nhà, liên hệ với cơ sở y tế gần nhất để được tư vấn, hỗ trợ, lấy mẫu xét nghiệm.",Bắc Giang đã ghi nhận người nhiễm bệnh.,0
Boyce và cộng sự phát hiện con chim hồi tháng 5/2016 trong nghiên cứu kéo dài 10 năm về quá trình tiến hóa của loài chim ở núi Kinabalu tại độ cao 1.500 - 1.900 m. Đứng đầu dự án là T.E.,"Ở độ cao gần 2km, Boyce và cộng sự đã làm nghiên cứu trong 1 thập kỉ.",0
"Từ 0h ngày 29/5, tất cả hoạt động tôn giáo, tín ngưỡng tập trung trên địa bàn Hà Nội bị tạm dừng để phòng chống Covid-19.",Không tập trung đông người là phương pháp duy nhất để phòng dịch Covid-19.,1
Những câu trả lời của Elon Musk tại SNL được cho là nguyên nhân trực tiếp khiến giá Dogecoin sụt giảm.,Những lời của Elon Musk chính là nguyên nhân trực tiếp làm đồng Dogecoin sụt giảm giá trị.,2
"Theo điều tra, đêm 14 rạng sáng 15/5, Quân, Hiếu, Hải cùng ba người bạn sau khi ăn nhậu ở quán đã về nhà Tiến ở khu đô thị Hoàng Huy, quận Lê Chân.","Theo tình tiết sự việc được ghi nhận sáng ngày 15/5 Quân,Hiếu,Hải cùng 3 người bạn đã có mặt tại quận Lê Chân.",0
"Căn cứ vào diễn biến phòng chống dịch, lịch thi có thể được điều chỉnh tiếp trong thời gian tới.","Mặc cho diễn biến bệnh dịch, lịch thi đã được chốt, không thay đổi thêm.",2
Vợ chồng tôi không rành lắm về cho vay trả góp nên đang băn khoăn liệu điều này có thật không hay là chỉ chiêu câu khách?,Vợ chồng tôi không khỏi nghi ngờ về sự xác đáng của mượn tiền trả từng đợt.,0
Hai anh em da màu Henry và Leon nhận 75 triệu USD bồi thường sau khi bị kết tội oan về cái chết của một bé gái năm 1983.,Henry và Leon đã chết năm 1983.,2
"Trong những hình ảnh gửi về Trái Đất gần đây, robot của NASA đã cho chúng ta cái nhìn cận cảnh về bề mặt đầy đá cuội dưới chân một ngọn đồi bên trong hố trũng Jezero, nơi được cho là từng chứa một hồ nước cổ đại rộng 49 km.","Không hổ danh nơi từng là hồ nước cổ, bề măt đất cũng tựa như nước mùa thu vậy.",2
"""Việc Barca không đoạt cú đúp danh hiệu quốc nội, nếu thành hiện thực, có thể là tin vui với ban lãnh đạo của CLB, khi họ sẽ không phải trả thêm cho các cầu thủ số tiền 46 triệu USD"", tờ Sport bình luận.",Tờ báo Sport đã đưa ra các phỏng đoán về tình hình thi đấu của Barca.,0
"Hủ tiếu ở đây gây ấn tượng vì luôn nóng sốt, ngậy mùi thơm của ngò gai và nước xương hầm.",Hủ tiếu ở đây tương tự như món mì lạnh của Hàn Quốc.,2
"Ca sĩ Thiều Bảo Trâm ra mắt MV ""Love Rosie"", kể chuyện tình đơn phương của cô gái yêu chàng hàng xóm.",MV về câu chuyện tình yêu của cô gái và chàng hàng xóm.,2
"Công ty phân tích dữ liệu Cirium cho biết số máy bay bị tháo dỡ có thể tăng lên 1.000 chiếc mỗi năm tính đến năm 2023, vì vậy số lượng động cơ máy bay phản lực để thiết kế du thuyền luôn có sẵn.","Cirium là công ty chuyên về thu thập, phân tích dữ liệu và sau đó sẽ bán các thông tin nhận được cho các công ty liên quan.",1
"Năm nay, CTO Summit bàn về câu chuyện Chuyển đổi số.",Chủ đề liên quan đến công nghệ được CTO Summit đem ra thảo luận.,0
Chương trình bán hàng ưu đãi nhân kỷ niệm 10 năm có mặt tại Việt Nam của thương hiệu Elmich trên Shop VnExpress đang đi vào giai đoạn kết thúc.,Thương hiệu Elmich có tuổi đời 10 năm.,1
"Thành lập năm 2012, Lyft vẫn được coi là phương án thay thế thân thiện hơn của Uber.",Uber được thành lập trước Lyft.,0
"Ông Nguyễn Thanh Nghị cho biết sẽ tập trung xây dựng mới Chiến lược nhà ở quốc gia, phát triển nhà phù hợp với khả năng chi trả của người dân.",Ông Nguyễn Thanh Nghị cho biết ông đã suy nghĩ cho túi tiền của con người Việt Nam.,0
"Đảo Phú Quốc nằm ngoài khơi vùng biển phía tây Việt Nam, tuy có chi phí nhỉnh hơn so với đất liền vì phần lớn hàng hóa được vận chuyển bằng tàu thuyền.",Đa số hàng hoá tại Phú Quốc có giá thành cao hơn mặt bằng chung vì phí vận chuyển cao.,0
"Nên tháo vòng khi đi tắm và khi đi ngủ, cất vòng riêng với các trang sức khác.",Các vòng tay đều mang một ý nghĩa đặc biệt nên khi đi tắm và khi đi ngủ nên cất chúng cẩn thận.,1
"Năm ngoái, Ellwanda Julianop Hidayat, 20 tuổi làm quen với Rani Nurhaeni, 19 tuổi khi cùng học cùng trường ở thị trấn Sumedang, tỉnh Tây Java.",Ellwanda Julianop Hidayat đã tròn 20 tuổi.,2
Tổng mức đầu tư dự án cao tốc TP HCM - Mộc Bài tăng 2.286 tỷ đồng so với trước do cập nhật chi phí giải phóng mặt bằng cả phía TP HCM và Tây Ninh.,Tổng mức đầu tư dự án cao tốc TP HCM - Tây Ninh tăng 2.286 tỷ đồng so với trước.,2
"Với ngày tổ chức mới, Ban tổ chức bảo lưu toàn bộ quyền lợi Bib của các vận động viên.",Bib của vận động viên được bảo lưu trên cơ sở dữ liệu.,1
"Chính quyền dựng rào chắn, yêu cầu hàng nghìn cư dân tòa Park 9, khu đô thị Times City, Hà Nội, không ra khỏi nhà sau khi xác định một ca nghi mắc Covid-19.","Cư dân khu đô thị Times City, Hà Nội, không được ra khỏi nhà.",2
"Đại diện cơ quan quản lý nhà nước, chuyên gia chuyển đổi số và lãnh đạo doanh nghiệp sẽ cùng thảo luận trong buổi Tọa đàm kinh tế do VnExpress tổ chức.",Chuyển đổi số là một trong những nội dung sẽ được thảo luận tại buổi Toạ đàm kinh tế.,0
"Sáng 14/5, từ 8h đến 8h45, anh đến Bệnh viện TP Thủ Đức, gửi xe máy, khai báo y tế, tiếp xúc với bác sĩ và điều đưỡng Phòng khám Nội tiết 2 để xin phiếu chỉ định xét nghiệm, rồi tới bàn đóng dấu.",Anh rời khỏi Thủ Đức lúc 8h45.,1
"Nhang làm từ các loại lá và thảo quả, mặt nạ dưỡng da, dầu gội, xà bông, son làm từ dầu dừa... không chứa hóa chất của Bến Tre đang được bán trên Shop VnExpress.",Shop VnExpress cấm bán những mặt hàng từ Bến Tre.,2
"Đột triệu hồi khác vời gần 187.000 xe gồm: Elantra 2019 và 2020, Kona và Veloster từ 2019-2021.",Trong 2 năm liên tiếp các con xe đếu không thể bán được.,0
"Đón nhận các sản phẩm Vinamilk cho cán bộ nhân viên y tế, Thạc sĩ Phạm Hải Hà, Trưởng phòng Công tác Xã hội, Bệnh viện Đa khoa Hà Đông cho biết các sản phẩm sẽ được phát trực tiếp đến cán bộ, nhân viên y tế, tuyến đầu chống dịch tại bệnh viện.",Phòng Công tác Xã hội là tuyến đầu chống dịch tại bệnh viện.,2
"CDC Hà Nội chiều 27/5 ghi nhận thêm 5 ca nghi nhiễm liên quan chùm Bắc Ninh, viện Nhiệt đới, Bệnh viện K, Times City và Công ty T&T.",Trung Tâm Kiểm Soát Bệnh Tật Thủ đô được viết tắt là CDC Hà Nội.,0
Em bé có tên thân mật ở nhà là Nu.,Nu là tên thường gọi của đứa bé.,0
